,paragraph_idx,text,subject,x,y
28,0,1,foreign_languages,5.0979147,0.046679527
29,196,"Learning Content 
Presentation. Setting the objectives of presentations (who for, what and why). Fluency, clarity and textual 
accuracy of presentations and choosing words, pace and voice volume suitable for the presentation 
and correct stance, breathing and diction. Keeping eye contact with the audience. Paying attention to 
facial expressions and gestures.",language_and_literature,13.478369,-2.153278
30,89,"2.2.8. Learning Outcomes, Learning Content and Learning Activities of Art  in the 3rd Stage of Study 
Learning Outcomes 
The students: 
The students graduating from basic school: 
1) know Estonian and international art and cultural objects and artists, recognise the role of art in 
society; can se the connections between the development of culture, society, science and 
technology; 
2) analyse works of art of different time periods in exhibitions and in the classroom, understand the 
wide scope of topics covered and the diversity of the means of expressions used in modern art; 
3) use drafting, design and modelling in creative assignments, seek and develop different solution 
options and original execution possibilities; 
4) use information and communication tools in creation, research and consumption of art and visual 
culture; 
5) present the results of their creative assignments and justify their choices, interpret the creations of 
their peers; 
6) being informed of traditional or new media possibilities, identify different solutions for expressing 
their ideas and knowledge, use planar, spatial and temporal means of creative expression and the 
principles of composition in a purposeful manner; 
7) analyse the spatial environment and design objects in terms of functionality, innovation, ecology, 
aesthetics and ethics, understand design as a process of finding new and better solutions for 
problems; 
8) reflect on expressions of visual culture, symbols and cultural tokens, assess virtual environments 
from the perspective of ethics and safety.",art,0.62080145,-1.8560342
31,11,"The teacher plays a crucial role in shaping the four interconnected components of competences – 
knowledge, skills, values and behaviour – with the teacher’s values and self-assertion skills creating a 
suitable learning environment and influencing students’ values and behaviour. 
Cultural and value competence. Physical education supports the promoting health and sustainable 
lifestyles. The understanding that it is necessary to protect and strengthen one’s health helps students 
make reasonable choices in their health behaviour. Respect towards nature and material values created by 
people encourages environmentally friendly practising of exercise/sports. Helpful and friendly attitude 
towards one’s fellows and following the principles of fair play in sports activities support the development of 
moral personality. 
Social and citizenship competence. Cooperation while exercising/practising sports teaches students to 
accept differences between people, to take these into account when communicating, and also to assert 
themselves. Physical education promote polite, attentive, helpful and tolerant attitude towards fellow 
students. 
Self-awareness competence. Physical education promote the ability to assess one’s physical abilities and 
readiness to improve them but also the capability to monitor and control one’s behaviour, follow a healthy 
lifestyle and prevent dangerous situations. 
Learning to learn competence. Students develop the skill to analyse and assess their level of motor skills 
and physical abilities and plan further methods to improve them.  
Communication competence. It is important to know and use specific ports and dance vocabulary, to 
develop self-expression skills, and to read/understand informative and functional texts.  
Mathematics and natural sciences and technology competence. Analysis of sports-related technical 
skills, explication of physical performance ability and the dynamics of sports results require that students 
are able to use mathematical language, relations, methods, etc., and support development of mathematical 
competence. They learn to analyse information associated with recreational sports and make evidence-
based decisions. They learn how to use technological tools.  
Entrepreneurial competence. Physical education promote the students’ ability to see problems and find 
solutions, set objectives, generate ideas and find suitable means and methods for implement them. In 
physical education studies students learn how to analyse their level of physical abilities and motor skills, 
plan further activities and act in a directed manner towards improving their health and physical ability. 
Cooperation with fellow students while exercising/practising sports develops coping skills and the courage 
to take risks.",physical_education,3.452164,2.1152532
32,184,"Identifying the time and place of events. Describing the setting. Rising action, climax and resolution. 
Identifying turning points in action. The rhythm of the work: fulfilment of ellipse. Finding links between the 
causes and consequences of events.",language_and_literature,13.748437,-2.2546701
33,16,1.4. Options of Forming General Competencies,technology,4.058856,1.0496329
34,105,Learning Content,language_and_literature,12.743555,-1.0943125
35,32,1.6. Options for Implementing Cross Curricular Topics,language_and_literature,4.2192917,1.0743116
36,14,1.5.1. Integration with other Field Competences and Subject Fields,art,3.9085243,0.413648
37,0,"Appendix 7 
of Regulation No. 1 of the Government  
of the Republic of  6 January 2011  
National Curriculum for Basic Schools 
Last amendment 29 August 2014",technology,10.83361,13.386639
38,18,"As being physically active is the most efficient way of taking care of one’s health, improving and 
maintaining general physical ability, physical fitness and mental stability, it is advisable to provide students 
with additional lessons to exercise and practise sports from the reserve of free lessons.",physical_education,3.4153156,2.1779447
39,187,"Understanding figurative thinking and language use. Explaining the meaning of sayings and proverbs. 
Comparison and metaphor in sayings. Guessing the meaning of and creating proverbs as verbal puzzles. 
Finding parallels in runic songs. Finding elements of folk songs in authored poetry.",language_and_literature,13.955861,-2.1013713
40,120,"Can write short descriptive 
stories about their 
experiences and 
surroundings. Compose 
simple personal letters. 
Know how to use 
conjunctions however, as, 
that etc. Implement 
orthography rules they have 
leaned (e.g. orthography of 
initial letter, punctuation 
marks). 
27",foreign_languages,8.144678,-3.1143494
41,224,"Reading 
Learning Outcomes 
The students: 
1) read tables, understand diagrams, schemes and symbols and use them in preparing texts; 
2) read texts expressively, with the correct intonation and following the pronunciation norms of the 
Russian literary standard; 
3) read meaningfully, recognise texts in different styles and genres and perform tasks based on 
them; 
4) can identify the theme, sub-themes and the main idea of a text, are able to differentiate between 
fact and opinion and primary and secondary information; 
5) use different ways of reading when working on texts; and  
9
6) can find information from different published sources and use dictionaries and reference works; 
and 
7) can use book titles, symbols and reference systems to search for necessary information.",language_and_literature,12.4905815,-2.7606735
42,233,"Phrasal coordination. Resumptive words in phrasal coordination.  
Direct address. Direct speech. Dialogue.",language_and_literature,14.819826,-1.4967549
43,115,"Safety and hazardous behaviour 
Learning outcomes 
Students will be able to: 
1) describe the consequences of common unsafe behaviour on human health and demonstrate in 
learning situations, the ability to cope in unsafe situations; 
2) describe and explain ways of preventing and intervening in common unsafe behaviour at the 
individual and group level based on everyday life and demonstrate awareness of prevention and 
intervention strategies at the social level; 
3) describe the nature of mental and physical addiction to recreational drugs and its development; 
4) demonstrate, in learning situations, how to behave in situations where recreational drugs are 
involved; 
5) behave safely in dangerous situations and call for help in the case of an allergic reaction, asthma 
attack, diabetes symptoms, electric shock, epileptic fit, suffocation, poisoning, high temperature and 
pain; and 
6) demonstrate, in a learning situation, first aid techniques in the case of accidents and injuries (e.g., 
heat damage, unconsciousness, cardiac arrest, drowning, etc.).",social_studies,8.244032,4.614252
44,37,"communication is a process requiring continuous effort and active involvement of learners. Learning skills 
acquired in studying foreign language A are cornerstones for acquiring other foreign languages. The 
development of learners’ command of the language is also supported by CLIL (Content and Language 
Integrated Learning).The instruction is based on the principles of communicative teaching. The emphasis is 
on interactive learning and practicing the language studied. 
Communicative language proficiency (communication competence) includes three components: linguistic, 
sociolinguistic and pragmatic. Knowledge of the language is not an aim in its own right, but a means for 
achieving better command of the language. The structure of the language is studied in context; grammar 
rules are knowledgeably learned stage-by-stage. Through sociolinguistic competence learners develop 
their ability to use the language appropriately in different situations (rules of politeness, language registers, 
etc.).Through pragmatic competence learners improve their ability to understand and create texts. 
Communication competence is developed through linguistic activities (listening, reading, speaking and 
writing). 
The backbone of language learning consists of thematic areas, which support the formation and scope of 
communication competence. In basic schools, the starting point in studying the themes is ‘Me and My 
Surroundings’. At every stage of study and in every form, themes from all thematic areas are covered, but 
to varied extent and by focusing on different things. In addressing the themes, the experiences, interests 
and needs of the students at a respective stage of study are taken into account. The language of instruction 
in language lessons is mainly the foreign language which the students are studying. If necessary, native 
language can be used for giving explanations. 
The development of learning skills, including the skill of setting learning goals and analysing personal 
results by using the European Language Portfolio or learning portfolio is equally important. Learning skills 
acquired though learning foreign language A support acquisition of subsequent foreign languages. 
Activities that require purposeful use of the language and integrate different aspects of language 
proficiency play a central role in learning foreign languages. In planning study activities, basic didactic 
principles are followed (from near to far,  from familiar to unfamiliar, from simple to complex, from concrete 
to abstract) and needs of language use are taken into account (starting from more common words and 
forms). Pair and group work are essential at all stages of study. Students are guided to work more 
independently by performing tasks appropriate to their age (read, find information, participate in projects, 
etc.). 
Students are encouraged to use the language they learn outside of language lessons in order to establish 
closer contacts with the language studied and develop their communication competence and cultural 
awareness. This can be achieved by different tasks: independent reading, seeking information from 
different sources or projects where students work together under the teacher’s supervision and use all 
constituent skills. To motivate students, it is advisable to help them find pen-friends, organise field trips and 
student exchanges, and to invite native speakers of the language they study to language lessons. 
It is essential to motivate learners at every stage of study and develop their positive attitudes towards 
language learning. In order to experience a sense of achievement, a positive atmosphere is created in the 
classroom and all accomplishments of learners are recognised. Efforts made to achieve the results are 
acknowledged as well. Mistakes are considered normal elements in language learning; their analysis 
facilitates understanding and enables the students to correct their language use. 
.1.3. Learning Outcomes, Learning Content, Study Activities and Assessment of Foreign Language 
A in the 1st Stage of Study 
9",foreign_languages,8.912854,-2.7313604
45,14,1.6. Options for Implementing Cross Curricular Topics,physical_education,4.1155887,1.2291737
46,58,"The sub-themes started at the 1st and 2nd stage of study will continue based on the development of 
constituent skills. The following sub-themes are added: 
Me and  others. Abilities, strengths and weaknesses; relationships between people; rules of politeness, 
cooperation and consideration for  others. 
Home and surroundings. Family celebrations and anniversaries; local sights and introducing them. 
Estonia – my home. Nature and nature protection; green and environmentally sustainable conduct; living 
in town and in the country; sightseeing in Estonia. 
Countries and their culture. Countries belonging to the cultural space of the language learned and their 
short description, names, nations and languages of well-known countries. 
Everyday life. Learning and working. Healthy way of life and diet, communication in service companies, 
safety; learning skills and habits, further studies and career choice; work places. 
Spare time. Cultural diversity; literature and art, sports, different media means and advertising.",foreign_languages,11.05205,-0.3176371
47,174,2.3.2 Description of the subject,social_studies,8.317954,2.9437876
48,13,1.5. Integration,art,3.8419592,0.40911558
49,119,"2.2.4.6. Characteristics and Life Processes of Mushrooms 
Learning Outcomes 
The students: 
1) compare mushrooms with plants and vertebrates; 
2) describe the structural and functional diversity of mushrooms and give examples of this; 
3) explain the means of reproduction of mushrooms and lichen and the conditions necessary for their 
development; 
4) analyse the role of parasitism and symbiosis in nature; 
5) explain the interaction between mushrooms that form lichen and algae; 
6) explain why lichen can grow in places where plants do not grow; 
7) analyse the role of mushrooms and lichen in nature and human activities and give examples of this; 
and 
8) value mushrooms and lichen as important parts of wildlife. 
Learning Content 
Comparison of the external structure and main functions of mushrooms with plants and animals. The 
diversity of the external structure of mushrooms in the example of the most common Ascomycota and 
Cortinarius mushroom. Reproduction of mushrooms by spores and proliferation. Eating dead and live 
organisms, parasitism and symbiosis. Means of distribution of spores and the necessary conditions for 
3
germination. The necessary conditions for fermentation. Fungus disease infection of humans and plants 
and how to prevent it. 
Lichen as a form of cohabitation of mushrooms and algae. Diversity of lichen, their different forms of growth 
and locations of growth. Characteristics of lichen nutrition, primary settlement of new areas of growth. The 
role of mushrooms and lichen in nature and human activities. 
Concepts: single-celled organism, multi-celled organism, fermentation, proliferation, symbiosis, mycorrhiza 
Practical work and use of ICT 
1. Comparing external characteristics of mushrooms using examples or Internet-based study materials. 
2. Studying the structure of mushrooms with a microscope. 
3. Research to find the factors that influence the development of moulds and yeasts. 
4. Doing practical work or using a computer model to assess air pollution on the basis of the distribution of 
lichen.",natural_science,4.0949893,8.94183
50,48,"At the 2nd stage of study, the students continue developing their scientific inquiry skills. They develop the 
ability to think scientifically and creatively, solve problems and formulate scientific questions and 
hypotheses that can be verified using small-scale experiments. The students develop positive attitudes 
towards the environment.",natural_science,5.2536445,8.48081
51,75,"3) implement their creative ideas using suitable techniques and materials; 
4) perform creative task-solving using materials gathered via modern information channels and from 
subject-specific literature; 
5) know and value the cultural heritage of different peoples, have an overview of past and present 
professions associated with the field; 
6) analyse their own creative and technological abilities and make choices for further studies; 
7) choose healthy food, create balanced and diverse menus and cook different types of food; and  
8) cope with household chores and a family budget and act as informed consumers.",technology,0.33611014,1.2898468
52,97,"Native culture and cultural diversity: specifics and importance of national culture for people, hiking in own 
area and travelling in far-away countries, diversity of cultures, beliefs and customs of different nations, how 
to behave in other cultural settings, hospitality, respecting other cultures and people, intellectuals as people 
who promote and preserve Estonian national culture.",language_and_literature,11.112779,-0.4930478
53,8,"1) craft  is taught in grades 1-3; 
2)  technology studies is taught in grades 4-9; 
3) handicraft and home economics in grades 4-9.",technology,0.57937706,1.2876931
54,8,1.3. Description of the Subject Field and Integration within the Subject Field,natural_science,5.3086724,7.5050964
55,46,"Learning Content 
Monomial and multinomial. Operations with monomials and multinomials. 
Formulas for difference of squares, sum squares and difference squares. 
Basic properties of equations. Linear equation. Linear equation system. Complete and incomplete quadratic 
equation. Proportional equation. Proportional decomposition. Use of computer software for solving 
equations and linear equations systems.  
Algebraic fraction. Operations with algebraic fractions. 
Solving word problems by means of equations and equation systems.",mathematics,3.2910821,-1.771134
56,131,"2.2.3. Learning and Educational Objectives in the 2nd Stage of Study 
Students graduating from Form 6: 
1) use words, abbreviations and phrases related to the notion of time appropriately; 
2) are familiar with certain significant events in local and Estonian history and relate them to each other; 
3) know about certain historical settlements and the causes of their development; 
4) assess the material environment as the main medium of historical events; 
5) give examples from Remote Antiquity and Antiquity; 
6) understand the significance of ancient cultural heritage in the history of mankind and give examples 
from different cultural spheres; 
7) understand that every historical event has causes and consequences and create simple connections 
based on certain events; 
8) know that information about the past is found in historical sources, can work with simple sources and 
assess them critically; and",social_studies,10.179092,2.7910595
57,43,"Dance Exercise 
Learning Outcomes 
The students: 
1) play/dance Estonian singing games they have learned; and 
2) exercise to music, rhythm and sound.",physical_education,-1.6376634,-1.9261285
58,21,"Natural sciences. Working with various natural and artificial materials presupposes familiarity with the 
properties of these materials. As part of technology studies and handicraft and home economics lessons, 
the students come into direct contact with many chemical and physical processes. 
Social subjects. Knowing how technics and technology have evolved and understanding the reasons 
behind this evolution and likely future trends enhances the students’ perception of the development of the 
human race. The students work together to learn how to take other people into account, adhere to the rules 
of proper behaviour and defend their personal opinions. Familiarity with the cultural traditions of different 
countries fosters sensible attitudes. 
Art subjects. The students enjoy many opportunities for creative self-expression as they design and make 
various items. The students learn to assess novel and individual solutions and note item design 
functionality and connections with art and cultural background. 
Physical education. Practical tasks reinforce health awareness and corresponding behaviour as the 
students take into account the principles of ergonomics and value healthy diets and sporting lifestyles.",technology,0.73288035,1.4593912
59,17,"Self-awareness competence. Reflection on texts contributes to the development of a positive self-image 
in students. Learning situations provide opportunities to adopt a position with regard to the topics 
discussed, while creative assignments help to highlight students’ unique traits and talents and to shape a 
worldview.",language_and_literature,12.7748375,-1.9300284
60,56,"Required level of language proficiency by the end of basic school: 
  
Listening 
Reading 
Speaking 
Writing 
English 
B1.2 
B1.2 
B1.2 
B1.2 
Other languages  
B1.1 
B1.1 
B1.1 
B1.1 
The learning results in constituent skills have been given in Clause 2.4.",foreign_languages,8.697488,-4.593753
61,175,"Finding interesting literary works and reading them independently. Joy of reading. Introducing the author, 
plot, characters, problems and message of a book to classmates and comparing the literary work to 
another work. Giving reading recommendations to classmates. Home reading of recommended works and 
performing tasks necessary for joint discussion.",language_and_literature,13.158475,-1.9518393
62,30,2. Syllabuses,social_studies,8.405708,3.0440867
63,135,"The objective of learning Geography in basic school is that by the end of basic school the student would: 
1) show an interest in Geography and other natural and social sciences and understand the 
importance of these in everyday life and development of society; 
2) have an overview of the phenomena and processes taking place in nature and society, their spatial 
location and connections; 
3) value the natural and cultural diversity of their home area, Estonia and other countries; 
4) understand the dependence of human activities on the limited resources of the Earth and the effects 
of human activities on the environment, have a responsible attitude towards the environment and 
follow the principles of sustainable development; 
5) apply scientific method to solving problems, plan and carry out research work, observations and 
measurements and interpret and present the results obtained; 
6) use sources of information and critically assess the geography-related information they contain and 
read and make sense of simple science texts; 
7) have an overview of geography-related professions and understand the necessity of geography-
related knowledge and skills for different areas of work; and 
8) understand the importance of scientific and technology literacy and be creative and motivated for 
lifelong learning.",natural_science,4.8272614,8.760938
